h_fare,h_tips,h_tolls,h_extras,h_total,h_n,comp_name_top10,mop,day,hour,month,weekday,year
1083.8,213.35,0,55.5,1352.65,77,"Blue Ribbon Taxi Association Inc.","Credit Card",14,13,1,3,2016
984.5,0,0,52,1036.5,83,"Choice Taxi Association",Cash,14,13,1,3,2016
1062.75,251.85,0,59,1373.6,75,"Blue Ribbon Taxi Association Inc.","Credit Card",14,14,1,3,2016
48,0,0,0,48,2,"Blue Ribbon Taxi Association Inc.",otro,14,14,1,3,2016
1087.25,0,0,67,1154.25,111,"Choice Taxi Association",Cash,14,14,1,3,2016
1437,334.03,0,88,1859.03,82,"Blue Ribbon Taxi Association Inc.","Credit Card",14,15,1,3,2016
108.1,0,0,0,108.1,5,"Blue Ribbon Taxi Association Inc.",otro,14,15,1,3,2016
1195.5,0,0,60.5,1256,92,"Choice Taxi Association",Cash,14,15,1,3,2016
1490.75,316.22,0,88.75,1895.72,76,"Blue Ribbon Taxi Association Inc.","Credit Card",14,16,1,3,2016
7.75,0,0,0,7.75,2,"Blue Ribbon Taxi Association Inc.",otro,14,16,1,3,2016
983.75,0,0,43.5,1027.25,90,"Choice Taxi Association",Cash,14,16,1,3,2016
1168.75,262.7,0,51.5,1482.95,77,"Blue Ribbon Taxi Association Inc.","Credit Card",14,17,1,3,2016
76.4,0,0,0,76.4,3,"Blue Ribbon Taxi Association Inc.",otro,14,17,1,3,2016
1263,0,0,123,1386,119,"Choice Taxi Association",Cash,14,17,1,3,2016
1689.75,379.97,0,99,2168.72,113,"Blue Ribbon Taxi Association Inc.","Credit Card",14,18,1,3,2016
31.7,0,0,0,31.7,2,"Blue Ribbon Taxi Association Inc.",otro,14,18,1,3,2016
1678.5,0,0,118.5,1797,158,"Choice Taxi Association",Cash,14,18,1,3,2016
1781,408.9,0,123.5,2313.4,114,"Blue Ribbon Taxi Association Inc.","Credit Card",14,19,1,3,2016
1479.25,0,0,70.25,1549.5,145,"Choice Taxi Association",Cash,14,19,1,3,2016
1715.5,399.62,0,94.5,2209.62,107,"Blue Ribbon Taxi Association Inc.","Credit Card",14,20,1,3,2016
1572.75,0,0,183,1755.75,122,"Choice Taxi Association",Cash,14,20,1,3,2016
1588.5,349.2,0,99,2036.7,105,"Blue Ribbon Taxi Association Inc.","Credit Card",14,21,1,3,2016
986,0,0,64,1050,77,"Choice Taxi Association",Cash,14,21,1,3,2016
1683.75,382.6,0,132,2198.35,99,"Blue Ribbon Taxi Association Inc.","Credit Card",14,22,1,3,2016
851.25,0,1.5,79.75,932.5,57,"Choice Taxi Association",Cash,14,22,1,3,2016
1028.75,244.42,0,90,1363.17,68,"Blue Ribbon Taxi Association Inc.","Credit Card",14,23,1,3,2016
577,0,0,23.5,600.5,39,"Choice Taxi Association",Cash,14,23,1,3,2016
636,147.05,0,22.5,805.55,56,"Blue Ribbon Taxi Association Inc.","Credit Card",15,0,1,4,2016
13.5,0,0,0,13.5,1,"Blue Ribbon Taxi Association Inc.",otro,15,0,1,4,2016
535.25,0,0,33,568.25,39,"Choice Taxi Association",Cash,15,0,1,4,2016
611.75,135.05,0,40.5,787.3,52,"Blue Ribbon Taxi Association Inc.","Credit Card",15,1,1,4,2016
184,0,0,22,206,20,"Choice Taxi Association",Cash,15,1,1,4,2016
279,65.05,0,10.5,354.55,24,"Blue Ribbon Taxi Association Inc.","Credit Card",15,2,1,4,2016
139.25,0,0,7.5,146.75,16,"Choice Taxi Association",Cash,15,2,1,4,2016
263.5,70.5,0,68.5,402.5,25,"Blue Ribbon Taxi Association Inc.","Credit Card",15,3,1,4,2016
124.75,0,0,10,134.75,17,"Choice Taxi Association",Cash,15,3,1,4,2016
66.75,15.25,0,6,88,4,"Blue Ribbon Taxi Association Inc.","Credit Card",15,4,1,4,2016
27.9,0,0,0,27.9,1,"Blue Ribbon Taxi Association Inc.",otro,15,4,1,4,2016
47.5,0,0,1,48.5,6,"Choice Taxi Association",Cash,15,4,1,4,2016
354.25,62.3,0,5,421.55,13,"Blue Ribbon Taxi Association Inc.","Credit Card",15,5,1,4,2016
64.5,0,0,0,64.5,6,"Choice Taxi Association",Cash,15,5,1,4,2016
299.5,58.05,0,7,364.55,11,"Blue Ribbon Taxi Association Inc.","Credit Card",15,6,1,4,2016
179.75,0,0,6.5,186.25,9,"Choice Taxi Association",Cash,15,6,1,4,2016
474.25,97.9,0,19,591.15,21,"Blue Ribbon Taxi Association Inc.","Credit Card",15,7,1,4,2016
75.9,0,0,0,75.9,3,"Blue Ribbon Taxi Association Inc.",otro,15,7,1,4,2016
441.25,0,0,7,448.25,29,"Choice Taxi Association",Cash,15,7,1,4,2016
701.25,162.45,0,95,958.7,50,"Blue Ribbon Taxi Association Inc.","Credit Card",15,8,1,4,2016
105,0,0,0,105,4,"Blue Ribbon Taxi Association Inc.",otro,15,8,1,4,2016
537,0,0,16,553,50,"Choice Taxi Association",Cash,15,8,1,4,2016
1083,237.95,0,35,1355.95,88,"Blue Ribbon Taxi Association Inc.","Credit Card",15,9,1,4,2016
43.3,0,0,0,43.3,3,"Blue Ribbon Taxi Association Inc.",otro,15,9,1,4,2016
1173.75,0,0,36.5,1210.25,106,"Choice Taxi Association",Cash,15,9,1,4,2016
1086.25,261.2,0,53,1400.45,92,"Blue Ribbon Taxi Association Inc.","Credit Card",15,10,1,4,2016
59.6,0,0,0,59.6,3,"Blue Ribbon Taxi Association Inc.",otro,15,10,1,4,2016
879.25,0,0,34,913.25,98,"Choice Taxi Association",Cash,15,10,1,4,2016
1036.35,234.07,0,58.5,1328.92,91,"Blue Ribbon Taxi Association Inc.","Credit Card",15,11,1,4,2016
42.65,0,0,0,42.65,3,"Blue Ribbon Taxi Association Inc.",otro,15,11,1,4,2016
1146.75,0,0,47,1193.75,101,"Choice Taxi Association",Cash,15,11,1,4,2016
1364,277.1,0,40,1681.1,91,"Blue Ribbon Taxi Association Inc.","Credit Card",15,12,1,4,2016
24.5,0,0,0,24.5,2,"Blue Ribbon Taxi Association Inc.",otro,15,12,1,4,2016
1018.5,0,0,43.5,1062,102,"Choice Taxi Association",Cash,15,12,1,4,2016
1364.2,306.02,0,101.5,1771.72,93,"Blue Ribbon Taxi Association Inc.","Credit Card",15,13,1,4,2016
4.5,0,0,0,4.5,1,"Blue Ribbon Taxi Association Inc.",otro,15,13,1,4,2016
955.25,0,0,47.5,1002.75,98,"Choice Taxi Association",Cash,15,13,1,4,2016
1266.75,262.57,0,55.5,1584.82,85,"Blue Ribbon Taxi Association Inc.","Credit Card",15,14,1,4,2016
46.9,0,0,0,46.9,4,"Blue Ribbon Taxi Association Inc.",otro,15,14,1,4,2016
1085.25,0,0,57,1142.25,105,"Choice Taxi Association",Cash,15,14,1,4,2016
1321.75,306,0,96.5,1724.25,85,"Blue Ribbon Taxi Association Inc.","Credit Card",15,15,1,4,2016
90.6,0,0,0,90.6,4,"Blue Ribbon Taxi Association Inc.",otro,15,15,1,4,2016
1029,0,0,57.5,1086.5,94,"Choice Taxi Association",Cash,15,15,1,4,2016
1527.5,325.49,0,90.5,1943.49,93,"Blue Ribbon Taxi Association Inc.","Credit Card",15,16,1,4,2016
62.3,0,0,0,62.3,3,"Blue Ribbon Taxi Association Inc.",otro,15,16,1,4,2016
1394.25,0,0,106,1500.25,126,"Choice Taxi Association",Cash,15,16,1,4,2016
1434.5,306.6,0,52,1793.1,104,"Blue Ribbon Taxi Association Inc.","Credit Card",15,17,1,4,2016
48,0,0,0,48,2,"Blue Ribbon Taxi Association Inc.",otro,15,17,1,4,2016
1510.75,0,0,94,1604.75,139,"Choice Taxi Association",Cash,15,17,1,4,2016
1658,367.22,0,62,2087.22,120,"Blue Ribbon Taxi Association Inc.","Credit Card",15,18,1,4,2016
32,0,0,0,32,3,"Blue Ribbon Taxi Association Inc.",otro,15,18,1,4,2016
1591.75,0,0,73.5,1665.25,167,"Choice Taxi Association",Cash,15,18,1,4,2016
1624.75,346.23,0,90.5,2061.48,132,"Blue Ribbon Taxi Association Inc.","Credit Card",15,19,1,4,2016
1945.25,0,0,128,2073.25,181,"Choice Taxi Association",Cash,15,19,1,4,2016
1502.5,324.09,0,134,1960.59,112,"Blue Ribbon Taxi Association Inc.","Credit Card",15,20,1,4,2016
1429,0,0,148.5,1577.5,140,"Choice Taxi Association",Cash,15,20,1,4,2016
1544,335.91,0,115.5,1995.41,110,"Blue Ribbon Taxi Association Inc.","Credit Card",15,21,1,4,2016
1315.5,0,0,106.5,1422,113,"Choice Taxi Association",Cash,15,21,1,4,2016
1516.25,333.92,0,139.5,1989.67,113,"Blue Ribbon Taxi Association Inc.","Credit Card",15,22,1,4,2016
1163.76,0,0,123,1286.76,104,"Choice Taxi Association",Cash,15,22,1,4,2016
1217.25,289.45,0,133,1639.7,92,"Blue Ribbon Taxi Association Inc.","Credit Card",15,23,1,4,2016
933.25,0,0,95,1028.25,94,"Choice Taxi Association",Cash,15,23,1,4,2016
870.5,195.66,0,53.5,1119.66,82,"Blue Ribbon Taxi Association Inc.","Credit Card",16,0,1,5,2016
849.5,0,0,59,908.5,82,"Choice Taxi Association",Cash,16,0,1,5,2016
1368.5,328.04,0,112,1808.54,111,"Blue Ribbon Taxi Association Inc.","Credit Card",16,1,1,5,2016
794.75,0,0,52.5,847.25,68,"Choice Taxi Association",Cash,16,1,1,5,2016
1213.75,321.56,0,203.5,1738.81,123,"Blue Ribbon Taxi Association Inc.","Credit Card",16,2,1,5,2016
472.75,0,0,43,515.75,52,"Choice Taxi Association",Cash,16,2,1,5,2016
855.5,192.02,0,82.5,1130.02,89,"Blue Ribbon Taxi Association Inc.","Credit Card",16,3,1,5,2016
606.25,0,0,40,646.25,54,"Choice Taxi Association",Cash,16,3,1,5,2016
710.25,182.35,0,95,987.6,80,"Blue Ribbon Taxi Association Inc.","Credit Card",16,4,1,5,2016
259,0,0,9,268,24,"Choice Taxi Association",Cash,16,4,1,5,2016
344.5,87.7,0,14.5,446.7,23,"Blue Ribbon Taxi Association Inc.","Credit Card",16,5,1,5,2016
99.25,0,0,4,103.25,9,"Choice Taxi Association",Cash,16,5,1,5,2016
198.5,31.45,0,50.5,280.45,9,"Blue Ribbon Taxi Association Inc.","Credit Card",16,6,1,5,2016
176.25,0,0,5,181.25,6,"Choice Taxi Association",Cash,16,6,1,5,2016
42.25,7.9,0,4,54.15,2,"Blue Ribbon Taxi Association Inc.","Credit Card",16,7,1,5,2016
252.5,0,0,5,257.5,13,"Choice Taxi Association",Cash,16,7,1,5,2016
196.5,29.3,0,10,235.8,12,"Blue Ribbon Taxi Association Inc.","Credit Card",16,8,1,5,2016
238.25,0,0,14,252.25,20,"Choice Taxi Association",Cash,16,8,1,5,2016
402.25,84.1,0,24,510.35,27,"Blue Ribbon Taxi Association Inc.","Credit Card",16,9,1,5,2016
8.5,0,0,0,8.5,1,"Blue Ribbon Taxi Association Inc.",otro,16,9,1,5,2016
324.25,0,0,13,337.25,36,"Choice Taxi Association",Cash,16,9,1,5,2016
547,123,0,28,698,39,"Blue Ribbon Taxi Association Inc.","Credit Card",16,10,1,5,2016
683.5,0,0,55.5,739,56,"Choice Taxi Association",Cash,16,10,1,5,2016
572.75,129.28,0,27.5,729.53,48,"Blue Ribbon Taxi Association Inc.","Credit Card",16,11,1,5,2016
13,0,0,0,13,1,"Blue Ribbon Taxi Association Inc.",otro,16,11,1,5,2016
730.75,0,0,30,760.75,76,"Choice Taxi Association",Cash,16,11,1,5,2016
465.75,76.45,0,19.5,561.7,40,"Blue Ribbon Taxi Association Inc.","Credit Card",16,12,1,5,2016
13.5,0,0,0,13.5,1,"Blue Ribbon Taxi Association Inc.",otro,16,12,1,5,2016
633.5,0,0,46,679.5,70,"Choice Taxi Association",Cash,16,12,1,5,2016
621.5,149.9,0,30.5,801.9,57,"Blue Ribbon Taxi Association Inc.","Credit Card",16,13,1,5,2016
833.25,0,0,60.5,893.75,73,"Choice Taxi Association",Cash,16,13,1,5,2016
708.5,158.11,0,60.5,927.11,57,"Blue Ribbon Taxi Association Inc.","Credit Card",16,14,1,5,2016
854.25,0,0,58,912.25,80,"Choice Taxi Association",Cash,16,14,1,5,2016
916.75,182.65,0,94,1193.4,65,"Blue Ribbon Taxi Association Inc.","Credit Card",16,15,1,5,2016
1032,0,0,62,1094,93,"Choice Taxi Association",Cash,16,15,1,5,2016
849.5,181.45,0,42.5,1073.45,62,"Blue Ribbon Taxi Association Inc.","Credit Card",16,16,1,5,2016
876.75,0,0,71,947.75,91,"Choice Taxi Association",Cash,16,16,1,5,2016
1055.75,232.1,0,89.5,1377.35,84,"Blue Ribbon Taxi Association Inc.","Credit Card",16,17,1,5,2016
1401.5,0,0,114,1515.5,130,"Choice Taxi Association",Cash,16,17,1,5,2016
801.75,172.96,0,43.5,1018.21,72,"Blue Ribbon Taxi Association Inc.","Credit Card",16,18,1,5,2016
1478.75,0,0,142.5,1621.25,134,"Choice Taxi Association",Cash,16,18,1,5,2016
1030.75,233.44,0,108,1372.19,90,"Blue Ribbon Taxi Association Inc.","Credit Card",16,19,1,5,2016
1603.75,0,1.9,138,1743.65,171,"Choice Taxi Association",Cash,16,19,1,5,2016
1177,260.3,0,81.5,1518.8,93,"Blue Ribbon Taxi Association Inc.","Credit Card",16,20,1,5,2016
1637,0,0,184.5,1821.5,170,"Choice Taxi Association",Cash,16,20,1,5,2016
626,155.1,0,83.5,864.6,64,"Blue Ribbon Taxi Association Inc.","Credit Card",16,21,1,5,2016
1439.25,0,0,144.5,1583.75,132,"Choice Taxi Association",Cash,16,21,1,5,2016
651.25,153.75,0,53.5,858.5,69,"Blue Ribbon Taxi Association Inc.","Credit Card",16,22,1,5,2016
1376.86,0,0,120.5,1497.36,139,"Choice Taxi Association",Cash,16,22,1,5,2016
923,210.2,0,93.5,1226.7,83,"Blue Ribbon Taxi Association Inc.","Credit Card",16,23,1,5,2016
13.5,0,0,0,13.5,1,"Blue Ribbon Taxi Association Inc.",otro,16,23,1,5,2016
1125.25,0,0,127.5,1252.75,125,"Choice Taxi Association",Cash,16,23,1,5,2016
1218.75,289.98,0,82.5,1591.23,119,"Blue Ribbon Taxi Association Inc.","Credit Card",17,0,1,6,2016
9.25,1,0,0,10.25,1,"Blue Ribbon Taxi Association Inc.",otro,17,0,1,6,2016
1317.25,0,0,159.5,1476.75,137,"Choice Taxi Association",Cash,17,0,1,6,2016
1156.75,275.82,0,97.5,1530.07,120,"Blue Ribbon Taxi Association Inc.","Credit Card",17,1,1,6,2016
918.75,0,0,72,990.75,106,"Choice Taxi Association",Cash,17,1,1,6,2016
1326.25,319.45,0,99,1744.7,136,"Blue Ribbon Taxi Association Inc.","Credit Card",17,2,1,6,2016
864.75,0,0,68,932.75,85,"Choice Taxi Association",Cash,17,2,1,6,2016
1494.75,499.38,0,162,2156.13,153,"Blue Ribbon Taxi Association Inc.","Credit Card",17,3,1,6,2016
804.25,0,0,61.5,865.75,92,"Choice Taxi Association",Cash,17,3,1,6,2016
847.25,193.75,0,51.5,1092.5,81,"Blue Ribbon Taxi Association Inc.","Credit Card",17,4,1,6,2016
512.75,0,0,27.11,539.86,49,"Choice Taxi Association",Cash,17,4,1,6,2016
408.75,121.01,0,26,555.76,41,"Blue Ribbon Taxi Association Inc.","Credit Card",17,5,1,6,2016
233.5,0,0,14.5,248,22,"Choice Taxi Association",Cash,17,5,1,6,2016
211.25,53.2,0,13,277.45,16,"Blue Ribbon Taxi Association Inc.","Credit Card",17,6,1,6,2016
146.75,0,0,13,159.75,9,"Choice Taxi Association",Cash,17,6,1,6,2016
312.5,62.65,0,8.5,383.65,14,"Blue Ribbon Taxi Association Inc.","Credit Card",17,7,1,6,2016
139.5,0,0,15,154.5,10,"Choice Taxi Association",Cash,17,7,1,6,2016
99.25,26.05,0,6.5,131.8,8,"Blue Ribbon Taxi Association Inc.","Credit Card",17,8,1,6,2016
33,0,0,0,33,1,"Blue Ribbon Taxi Association Inc.",otro,17,8,1,6,2016
169,0,0,12.5,181.5,16,"Choice Taxi Association",Cash,17,8,1,6,2016
248,46.7,0,11.5,306.2,13,"Blue Ribbon Taxi Association Inc.","Credit Card",17,9,1,6,2016
11.25,0,0,0,11.25,1,"Blue Ribbon Taxi Association Inc.",otro,17,9,1,6,2016
416.25,0,0,31,447.25,27,"Choice Taxi Association",Cash,17,9,1,6,2016
455,90.5,0,20,565.5,29,"Blue Ribbon Taxi Association Inc.","Credit Card",17,10,1,6,2016
356,0,0,18,374,35,"Choice Taxi Association",Cash,17,10,1,6,2016
499,104.17,0,27,630.17,34,"Blue Ribbon Taxi Association Inc.","Credit Card",17,11,1,6,2016
897,0,0,48,945,73,"Choice Taxi Association",Cash,17,11,1,6,2016
624,133.45,0,46,803.45,46,"Blue Ribbon Taxi Association Inc.","Credit Card",17,12,1,6,2016
816,0,0,54.5,870.5,69,"Choice Taxi Association",Cash,17,12,1,6,2016
799.75,192.95,0,45.5,1038.2,51,"Blue Ribbon Taxi Association Inc.","Credit Card",17,13,1,6,2016
939.75,0,0,81.5,1021.25,89,"Choice Taxi Association",Cash,17,13,1,6,2016
651,150.1,0,90,891.1,49,"Blue Ribbon Taxi Association Inc.","Credit Card",17,14,1,6,2016
557.25,0,0,49,606.25,66,"Choice Taxi Association",Cash,17,14,1,6,2016
922.5,191.65,0,72.5,1186.65,53,"Blue Ribbon Taxi Association Inc.","Credit Card",17,15,1,6,2016
787.75,0,3,95,885.75,71,"Choice Taxi Association",Cash,17,15,1,6,2016
726,163.15,0,69,958.15,45,"Blue Ribbon Taxi Association Inc.","Credit Card",17,16,1,6,2016
837.5,0,0,64.5,902,70,"Choice Taxi Association",Cash,17,16,1,6,2016
853.25,179.56,0,107,1139.81,52,"Blue Ribbon Taxi Association Inc.","Credit Card",17,17,1,6,2016
770.75,0,0,79,849.75,71,"Choice Taxi Association",Cash,17,17,1,6,2016
862,171.4,0,57.5,1090.9,53,"Blue Ribbon Taxi Association Inc.","Credit Card",17,18,1,6,2016
841.25,0,0,60,901.25,70,"Choice Taxi Association",Cash,17,18,1,6,2016
1057.75,237.95,0,143,1438.7,63,"Blue Ribbon Taxi Association Inc.","Credit Card",17,19,1,6,2016
699.25,0,0,65,764.25,65,"Choice Taxi Association",Cash,17,19,1,6,2016
675.25,157.43,0,123.5,956.18,60,"Blue Ribbon Taxi Association Inc.","Credit Card",17,20,1,6,2016
13.5,0,0,0,13.5,1,"Blue Ribbon Taxi Association Inc.",otro,17,20,1,6,2016
993.5,0,0,133.5,1127,75,"Choice Taxi Association",Cash,17,20,1,6,2016
782,220.5,0,264,1266.5,57,"Blue Ribbon Taxi Association Inc.","Credit Card",17,21,1,6,2016
758.25,0,0,110,868.25,58,"Choice Taxi Association",Cash,17,21,1,6,2016
908,178.7,0,77.5,1164.2,57,"Blue Ribbon Taxi Association Inc.","Credit Card",17,22,1,6,2016
448.75,0,0,39.5,488.25,45,"Choice Taxi Association",Cash,17,22,1,6,2016
425,115.95,0,100.75,641.7,48,"Blue Ribbon Taxi Association Inc.","Credit Card",17,23,1,6,2016
241.5,0,0,25.5,267,30,"Choice Taxi Association",Cash,17,23,1,6,2016
553.75,136.46,0,131.5,821.71,42,"Blue Ribbon Taxi Association Inc.","Credit Card",18,0,1,0,2016
262.25,0,0,23,285.25,17,"Choice Taxi Association",Cash,18,0,1,0,2016
516.75,176.4,0,39.5,732.65,38,"Blue Ribbon Taxi Association Inc.","Credit Card",18,1,1,0,2016
141.75,0,0,8,149.75,14,"Choice Taxi Association",Cash,18,1,1,0,2016
447.25,94.4,0,24.5,566.15,35,"Blue Ribbon Taxi Association Inc.","Credit Card",18,2,1,0,2016
107,0,0,2,109,9,"Choice Taxi Association",Cash,18,2,1,0,2016
99.5,19.6,0,7.5,126.6,11,"Blue Ribbon Taxi Association Inc.","Credit Card",18,3,1,0,2016
112.5,0,0,6,118.5,10,"Choice Taxi Association",Cash,18,3,1,0,2016
86.5,16.05,0,1.5,104.05,6,"Blue Ribbon Taxi Association Inc.","Credit Card",18,4,1,0,2016
33.75,0,0,0,33.75,1,"Blue Ribbon Taxi Association Inc.",otro,18,4,1,0,2016
97.5,0,0,4.5,102,8,"Choice Taxi Association",Cash,18,4,1,0,2016
342,73.2,0,116.5,531.7,15,"Blue Ribbon Taxi Association Inc.","Credit Card",18,5,1,0,2016
316.75,0,0,10,326.75,14,"Choice Taxi Association",Cash,18,5,1,0,2016
312.5,69.45,0,9.5,391.45,10,"Blue Ribbon Taxi Association Inc.","Credit Card",18,6,1,0,2016
353,0,0,6,359,15,"Choice Taxi Association",Cash,18,6,1,0,2016
490.65,139.79,0,41.5,671.94,17,"Blue Ribbon Taxi Association Inc.","Credit Card",18,7,1,0,2016
534,0,0,17.5,551.5,22,"Choice Taxi Association",Cash,18,7,1,0,2016
508.75,109.15,0,18.5,636.4,35,"Blue Ribbon Taxi Association Inc.","Credit Card",18,8,1,0,2016
27.9,0,0,0,27.9,1,"Blue Ribbon Taxi Association Inc.",otro,18,8,1,0,2016
541,0,0,14,555,50,"Choice Taxi Association",Cash,18,8,1,0,2016
696.5,162.96,0,49,908.46,59,"Blue Ribbon Taxi Association Inc.","Credit Card",18,9,1,0,2016
19,0,0,0,19,1,"Blue Ribbon Taxi Association Inc.",otro,18,9,1,0,2016
543.25,0,0,45,588.25,58,"Choice Taxi Association",Cash,18,9,1,0,2016
1042,228.42,0,81.5,1351.92,63,"Blue Ribbon Taxi Association Inc.","Credit Card",18,10,1,0,2016
3.25,0,0,0,3.25,1,"Blue Ribbon Taxi Association Inc.",otro,18,10,1,0,2016
648.25,0,0,21.5,669.75,72,"Choice Taxi Association",Cash,18,10,1,0,2016
650,131.57,0,45,826.57,44,"Blue Ribbon Taxi Association Inc.","Credit Card",18,11,1,0,2016
31.15,0,0,0,31.15,2,"Blue Ribbon Taxi Association Inc.",otro,18,11,1,0,2016
879.75,0,0,45,924.75,78,"Choice Taxi Association",Cash,18,11,1,0,2016
971.25,205.7,0,100,1276.95,52,"Blue Ribbon Taxi Association Inc.","Credit Card",18,12,1,0,2016
6.5,0,0,0,6.5,2,"Blue Ribbon Taxi Association Inc.",otro,18,12,1,0,2016
867.75,0,0,92.5,960.25,79,"Choice Taxi Association",Cash,18,12,1,0,2016
1048.5,225.12,0,100.75,1374.37,61,"Blue Ribbon Taxi Association Inc.","Credit Card",18,13,1,0,2016
987.5,0,0,53,1040.5,71,"Choice Taxi Association",Cash,18,13,1,0,2016
1168.75,250.5,0,291,1710.25,75,"Blue Ribbon Taxi Association Inc.","Credit Card",18,14,1,0,2016
27.9,0,0,0,27.9,1,"Blue Ribbon Taxi Association Inc.",otro,18,14,1,0,2016
714,0,0,56.5,770.5,58,"Choice Taxi Association",Cash,18,14,1,0,2016
1227.25,248.9,0,76.5,1552.65,77,"Blue Ribbon Taxi Association Inc.","Credit Card",18,15,1,0,2016
845.25,0,0,66.5,911.75,66,"Choice Taxi Association",Cash,18,15,1,0,2016
1004.75,239.65,0,95.5,1339.9,69,"Blue Ribbon Taxi Association Inc.","Credit Card",18,16,1,0,2016
3.25,0,0,0,3.25,1,"Blue Ribbon Taxi Association Inc.",otro,18,16,1,0,2016
1168.75,0,0,109,1277.75,85,"Choice Taxi Association",Cash,18,16,1,0,2016
1222.75,280.8,0,156,1659.55,73,"Blue Ribbon Taxi Association Inc.","Credit Card",18,17,1,0,2016
1192.25,0,0,192.05,1384.3,86,"Choice Taxi Association",Cash,18,17,1,0,2016
1262.75,267.65,0,157,1687.4,84,"Blue Ribbon Taxi Association Inc.","Credit Card",18,18,1,0,2016
1150.5,0,0,63,1213.5,96,"Choice Taxi Association",Cash,18,18,1,0,2016
1349.75,285.3,0,126,1761.05,94,"Blue Ribbon Taxi Association Inc.","Credit Card",18,19,1,0,2016
1147.75,0,0,118.5,1266.25,95,"Choice Taxi Association",Cash,18,19,1,0,2016
1259.25,290.01,0,131.75,1681.01,88,"Blue Ribbon Taxi Association Inc.","Credit Card",18,20,1,0,2016
923.5,0,0,70,993.5,79,"Choice Taxi Association",Cash,18,20,1,0,2016
908.5,185.36,0,101,1194.86,60,"Blue Ribbon Taxi Association Inc.","Credit Card",18,21,1,0,2016
595.75,0,0,41,636.75,58,"Choice Taxi Association",Cash,18,21,1,0,2016
1151.75,248.06,0,152,1551.81,68,"Blue Ribbon Taxi Association Inc.","Credit Card",18,22,1,0,2016
696.5,0,1.9,74,772.4,43,"Choice Taxi Association",Cash,18,22,1,0,2016
415,93.65,0,21,529.65,31,"Blue Ribbon Taxi Association Inc.","Credit Card",18,23,1,0,2016
622,0,1.58,60,683.58,39,"Choice Taxi Association",Cash,18,23,1,0,2016
246.5,74.85,0,91.5,412.85,15,"Blue Ribbon Taxi Association Inc.","Credit Card",19,0,1,1,2016
330,0,0,17,347,19,"Choice Taxi Association",Cash,19,0,1,1,2016
478.5,86.65,0,49.5,614.65,19,"Blue Ribbon Taxi Association Inc.","Credit Card",19,1,1,1,2016
196.5,0,0,6.5,203,16,"Choice Taxi Association",Cash,19,1,1,1,2016
74.75,11.02,0,6,91.77,6,"Blue Ribbon Taxi Association Inc.","Credit Card",19,2,1,1,2016
108.5,0,0,7,115.5,9,"Choice Taxi Association",Cash,19,2,1,1,2016
31,8.4,0,0,39.4,3,"Blue Ribbon Taxi Association Inc.","Credit Card",19,3,1,1,2016
33.75,0,0,3.5,37.25,3,"Choice Taxi Association",Cash,19,3,1,1,2016
70.25,19.1,0,3,92.35,4,"Blue Ribbon Taxi Association Inc.","Credit Card",19,4,1,1,2016
59,0,0,1,60,2,"Choice Taxi Association",Cash,19,4,1,1,2016
71.75,15.25,0,0,87,5,"Blue Ribbon Taxi Association Inc.","Credit Card",19,5,1,1,2016
97,0,0,4,101,4,"Choice Taxi Association",Cash,19,5,1,1,2016
557,109.96,0,16.5,683.46,19,"Blue Ribbon Taxi Association Inc.","Credit Card",19,6,1,1,2016
265.25,0,0,2,267.25,17,"Choice Taxi Association",Cash,19,6,1,1,2016
301.75,46.55,0,3,351.3,17,"Blue Ribbon Taxi Association Inc.","Credit Card",19,7,1,1,2016
112.8,0,0,0,112.8,4,"Blue Ribbon Taxi Association Inc.",otro,19,7,1,1,2016
399.5,0,0,5,404.5,30,"Choice Taxi Association",Cash,19,7,1,1,2016
1034.25,203.2,0,44,1281.45,65,"Blue Ribbon Taxi Association Inc.","Credit Card",19,8,1,1,2016
70,0,0,0,70,6,"Blue Ribbon Taxi Association Inc.",otro,19,8,1,1,2016
1002.5,0,0,11.5,1014,89,"Choice Taxi Association",Cash,19,8,1,1,2016
1491.2,304,0,81,1876.2,109,"Blue Ribbon Taxi Association Inc.","Credit Card",19,9,1,1,2016
91.3,0,0,0,91.3,6,"Blue Ribbon Taxi Association Inc.",otro,19,9,1,1,2016
1252.25,0,0,28,1280.25,136,"Choice Taxi Association",Cash,19,9,1,1,2016
1260.25,276.65,0,124.5,1661.4,93,"Blue Ribbon Taxi Association Inc.","Credit Card",19,10,1,1,2016
39.35,2,0,1,42.35,3,"Blue Ribbon Taxi Association Inc.",otro,19,10,1,1,2016
1149,0,0,35,1184,114,"Choice Taxi Association",Cash,19,10,1,1,2016
788.75,177.45,0,39.5,1005.7,69,"Blue Ribbon Taxi Association Inc.","Credit Card",19,11,1,1,2016
0,0,0,0,0,1,"Blue Ribbon Taxi Association Inc.",otro,19,11,1,1,2016
977.5,0,0,57.5,1035,81,"Choice Taxi Association",Cash,19,11,1,1,2016
1672.25,276.45,0,82.5,2031.2,100,"Blue Ribbon Taxi Association Inc.","Credit Card",19,12,1,1,2016
758.75,0,0,32.5,791.25,86,"Choice Taxi Association",Cash,19,12,1,1,2016
1281.9,258.3,0,115.25,1655.45,75,"Blue Ribbon Taxi Association Inc.","Credit Card",19,13,1,1,2016
