V_ACCT_LGHT,C_IP,C_VMP,V_N_VM_MESS,V_T_DAY_CHG,V_T_EVE_CALLS,V_T_EVE_CHG,V_T_NIG_CALLS,V_T_NIG_CHG,V_T_INT_CALLS,V_T_INT_CHG,V_CS_CALLS,TARGET,ID
104,No,No,0,26.55,54,16.41,94,10.02,5,3.54,1,0,1014
102,No,No,0,19.52,126,6.96,101,13.69,4,3.24,0,0,1015
122,No,No,0,39.53,120,17.47,91,9.62,2,3.21,0,0,1016
41,No,No,0,24.41,108,12.95,110,8.75,3,2.32,1,0,1017
132,No,No,0,30.04,80,20.75,120,7.93,4,2.46,2,0,1018
13,No,No,0,24.89,92,12.62,96,9.75,3,3.05,1,0,1020
67,No,No,0,28.53,69,14.25,71,4.96,12,2.27,1,0,1022
154,No,No,0,28.37,97,13.17,89,8.52,5,1.94,0,0,1023
100,No,No,0,24.23,88,16.63,117,5.49,8,2.11,2,0,1024
148,No,Yes,11,42.99,88,24.17,99,11.83,1,3.32,1,0,1026
67,No,Yes,28,16.15,73,24.75,114,7.18,2,2.7,2,0,1027
116,No,No,0,34.31,95,19.68,130,10.17,5,4.46,0,0,1030
99,No,Yes,42,36.72,104,19.75,100,9.7,4,2.51,2,1,1031
87,No,No,0,24.87,102,14.6,66,7.54,9,1.43,1,0,1032
87,No,No,0,39.92,91,11.98,93,9.19,5,2.57,1,0,1033
70,No,No,0,33.76,115,18.18,105,7.7,6,2.86,2,0,1034
131,No,No,0,16.05,101,18.28,108,8.09,9,3.54,2,0,1035
119,No,No,0,32.37,113,18.33,111,7.25,1,2.7,2,0,1036
119,No,Yes,32,24.24,126,17.7,102,7.69,2,3.24,3,0,1037
112,No,No,0,19.02,143,9.69,79,6.61,3,3.81,5,1,1039
75,No,No,0,20.88,104,17.96,91,11.76,2,2.89,2,0,1040
150,No,No,0,32.18,105,18.78,117,10.74,5,2.48,4,0,1041
161,No,Yes,38,40.87,102,17.15,112,9.27,6,4.35,0,0,1042
124,No,No,0,26.96,77,17.95,104,8.07,8,2.75,3,0,1044
158,No,No,0,37.55,108,20.59,75,10.5,5,1.73,0,0,1047
102,No,No,0,24.55,128,22.65,59,9.79,7,1.92,0,0,1048
85,No,No,0,36.09,103,19.41,116,7.35,3,2.08,0,0,1049
79,No,No,0,24.99,102,14.08,107,10.94,9,2.27,1,0,1050
139,No,Yes,25,16.35,70,15.21,84,8.19,10,3.48,2,0,1051
103,No,No,0,44.78,69,15.22,112,9.66,2,2.78,0,0,1052
78,No,No,0,27.59,86,16.35,100,10.83,3,2.73,2,0,1054
161,No,No,0,30.28,86,12.45,78,6.19,2,2.3,1,0,1056
67,No,No,0,34.24,122,8.3,119,9.11,3,1.89,0,0,1057
174,No,No,0,40.66,124,16.02,116,4.75,3,2.38,1,0,1060
124,No,No,0,32.81,99,7.63,104,7.78,3,4.13,1,0,1061
132,No,Yes,31,29.67,105,20.88,76,7.78,9,2.78,1,0,1062
190,No,Yes,26,19.84,88,12.4,103,7.88,3,2.67,1,0,1063
101,No,No,0,15.95,104,12.75,116,10.85,2,2.89,1,0,1064
68,No,Yes,29,40.72,105,17.32,70,7.55,6,2.67,0,0,1066
117,No,Yes,25,36.72,69,19.05,112,12.06,4,3.19,0,0,1067
118,No,No,0,31.86,89,15.11,97,10.5,6,3.29,1,0,1068
124,No,No,0,28.46,143,19.82,115,4.93,5,2.78,0,0,1069
22,No,No,0,27.27,88,18.54,115,8.68,4,3.38,1,0,1070
75,No,No,0,24.34,142,17.77,96,7.79,9,3.21,1,0,1071
44,No,No,0,24.34,114,14.43,77,9.71,4,2.05,1,0,1074
177,No,No,0,39.58,97,14.89,77,9.55,7,3.38,2,0,1075
110,No,No,0,27.54,89,21.04,99,7,8,2.4,0,0,1076
108,No,No,0,26.21,86,9.55,75,11.09,4,4.16,4,1,1078
158,No,No,0,35.68,82,18.81,93,9.45,3,2.21,1,0,1080
88,No,No,0,36.65,85,18.38,65,7.71,1,3.19,3,0,1083
111,No,No,0,43.5,129,17.35,84,7.71,5,3.32,3,0,1085
60,No,No,0,42.96,121,18.79,100,4.95,4,3.35,2,0,1086
113,No,No,0,22.46,107,21.04,123,11.08,6,1.86,3,0,1087
109,No,No,0,36.89,142,17.6,106,12.06,4,2.21,1,0,1088
105,No,Yes,42,17.32,97,18.96,77,10.87,2,3.48,0,0,1089
85,No,No,0,35.96,88,15.69,131,7.39,4,3.59,2,0,1090
131,No,No,0,26.08,81,16.87,83,7.4,3,2.81,0,0,1091
59,No,No,0,28.27,87,20.34,108,5.54,3,2.7,2,0,1092
148,No,No,0,31.48,96,14.48,104,7.43,13,2.57,1,0,1093
115,No,No,0,41.68,109,13.52,74,10.35,8,1.94,0,0,1095
106,No,No,0,46.65,82,16.88,62,7.24,3,1.62,1,0,1096
93,No,No,0,16.73,129,21.22,114,11.17,4,3.83,1,0,1097
57,No,Yes,29,47.58,109,18.96,94,11.33,2,3.51,1,0,1098
98,No,No,0,31.82,88,16.63,129,8.18,4,1.38,1,0,1099
116,No,Yes,35,34.07,89,23.19,100,9.65,4,2.24,1,0,1101
30,No,No,0,27.59,122,20.74,89,8.1,4,2.46,2,0,1102
111,No,No,0,30.07,56,8.74,84,9.62,2,2.84,4,1,1103
52,No,No,0,28.14,89,17.47,124,9.61,6,3.29,0,0,1104
72,No,No,0,37.03,113,16.12,91,8.22,5,2.81,4,0,1105
135,No,Yes,28,34.24,117,20.95,131,6.97,4,3.48,2,1,1106
86,No,No,0,32.39,130,15.27,89,11.63,5,2.73,3,0,1107
98,No,Yes,29,30.58,89,16.08,76,7.39,7,3.46,3,0,1108
151,No,No,0,40.1,91,6.85,116,9.58,2,1.57,3,0,1109
117,No,No,0,24.58,66,22,113,11.39,9,2,2,0,1111
82,No,No,0,17.17,104,13.23,93,13.7,2,3.59,0,0,1113
108,No,Yes,15,28.07,93,22.7,114,11.28,4,2.94,1,0,1115
98,No,No,0,28.05,113,17.22,94,7.75,7,3.38,1,1,1116
130,No,No,0,26.5,97,21.77,103,11.83,3,3.16,3,0,1117
47,No,No,0,26.4,85,16,73,11.12,4,3.32,3,0,1119
189,No,No,0,35.41,123,20.12,120,8.06,5,3.05,3,0,1120
107,No,No,0,26.71,124,13.82,138,6.75,6,3.27,1,0,1121
159,No,No,0,32.15,147,20.92,106,10.89,5,2.81,1,1,1123
167,No,No,0,28.29,135,20.67,95,10.31,5,2.67,1,0,1125
111,No,No,0,24.19,106,10.44,94,10.33,9,3.46,2,0,1126
99,No,Yes,19,14.91,86,18.96,112,8.2,4,1.97,2,0,1127
71,No,No,0,17.56,79,11.77,98,7.42,2,2.43,2,0,1130
100,No,Yes,25,41.92,112,12.02,109,8.54,5,3.51,1,0,1132
83,No,Yes,37,13.35,101,17.89,102,8.09,4,3.19,1,0,1133
64,No,No,0,25.18,101,14.02,125,9.72,2,3.32,5,1,1134
105,No,No,0,35.05,138,21.79,91,5.27,3,2.43,1,0,1135
144,No,Yes,33,42.77,118,16.8,97,9.41,3,3.29,2,0,1136
19,No,Yes,34,26.62,97,19.06,135,11.74,1,3.05,1,0,1138
46,No,No,0,23.7,113,19.01,77,7.79,6,3.67,1,0,1139
127,No,No,0,37.43,124,16.01,113,7.77,3,3.16,2,0,1140
157,No,No,0,33.32,96,18.14,81,8.86,6,2.13,1,0,1142
105,No,No,0,18.09,83,20.41,114,6.65,4,1.43,6,1,1143
105,No,Yes,29,30.5,100,23.41,105,11.07,5,2.7,0,0,1144
31,No,No,0,30.14,105,12.99,92,7.33,2,1.38,0,0,1146
161,No,No,0,25.77,87,18.65,68,10.11,5,1.08,1,0,1147
95,No,Yes,32,44.57,82,14.04,57,8.74,5,2.86,0,0,1148
122,No,No,0,29.51,84,7.79,103,9.53,7,2.62,3,0,1149
132,No,No,0,32.86,94,10.91,119,7.29,4,3.13,5,1,1151
16,No,No,0,35.62,85,14.69,102,4.23,4,2.38,1,0,1153
99,No,No,0,16.22,101,17.61,117,6.12,5,1.51,1,0,1154
76,No,Yes,26,36.48,87,17.44,140,6.06,2,2.19,1,0,1155
167,No,No,0,22.37,96,17.96,97,7.57,4,3,4,1,1156
129,No,No,0,28.63,129,18.45,100,3.67,7,3.19,1,0,1157
116,No,No,0,24.89,113,15.01,102,9.57,5,2.11,1,0,1158
128,No,No,0,17.56,123,20.9,95,7.25,7,1.73,0,0,1160
47,No,Yes,28,19.07,106,13.16,105,7.5,2,2.86,0,0,1161
173,No,No,0,29.33,91,12.12,63,4.59,2,2.94,0,0,1163
66,No,Yes,32,31.93,90,11.03,113,5.95,3,3.24,2,0,1165
72,No,No,0,20.09,136,14.21,106,9.64,3,3.29,3,0,1167
130,No,No,0,26.18,106,17.5,75,10.52,1,3.48,1,0,1168
143,No,No,0,26.44,89,18.14,61,10.71,11,2.05,1,0,1169
108,No,No,0,33.88,92,19.06,57,6.3,2,4.1,0,0,1171
32,No,No,0,26.84,132,15.37,102,5.96,3,3.46,1,0,1172
166,No,No,0,34.58,110,14.25,124,5.94,5,2.48,2,0,1173
109,No,No,0,37.77,122,18.57,88,11.97,5,2.94,1,0,1174
72,No,Yes,39,15.78,115,23.05,83,7.52,7,1.57,1,0,1175
134,No,Yes,32,36.86,111,8.69,83,7.83,2,2.32,0,0,1176
13,No,No,0,32.84,90,16.52,104,8.39,2,2.62,4,0,1177
90,No,No,0,19.24,63,16.09,124,12.23,4,3.81,3,0,1178
111,No,Yes,36,28.25,109,20.3,92,4.9,2,3.02,3,0,1179
72,No,No,0,35.33,110,16.63,124,8.32,4,3.54,0,0,1181
67,No,Yes,35,41.72,102,12.6,136,12.33,6,2.03,1,0,1182
172,No,No,0,48.81,125,15.16,98,6.89,2,3.89,3,1,1183
154,No,Yes,32,32.69,134,14.05,74,9.23,1,2.43,2,0,1184
69,No,No,0,33.01,81,20.58,80,9.71,3,2.62,2,0,1185
123,No,No,0,35.87,102,18.45,104,9.67,7,2.65,3,0,1186
130,No,Yes,12,24.12,102,19.46,101,8.78,5,2.35,0,0,1187
142,No,Yes,26,37.49,126,20.36,109,11.44,9,1.59,2,0,1188
29,No,No,0,26.76,75,12.33,92,12.68,2,2.51,1,0,1189
87,No,Yes,28,24.4,147,19,69,7.89,5,3.02,0,0,1190
48,No,No,0,32.03,89,14.1,71,9.26,2,3.56,1,0,1195
135,No,No,0,33.12,118,20,126,7.85,3,2.97,1,0,1196
100,No,No,0,42.13,95,11.05,125,6.04,2,1.86,1,0,1197
98,No,No,0,37.6,104,18.16,89,13.13,3,3.21,4,0,1198
75,No,Yes,26,20.15,118,18.18,99,5.97,3,3.62,2,0,1199
180,No,Yes,33,39.41,79,19.8,121,9.31,4,2.05,1,0,1200
119,No,Yes,35,36.91,134,18.77,93,11.23,5,2.16,2,0,1202
155,No,Yes,39,31.16,101,17.43,90,11.87,7,1.38,1,0,1204
153,No,No,0,32.95,121,16.6,108,8.22,3,2.3,1,0,1206
92,No,Yes,25,22.78,111,17.51,118,8.13,4,2.62,0,0,1207
13,No,Yes,25,30.02,96,14.68,128,4.7,5,3.05,2,0,1208
154,No,No,0,32.54,119,17.46,121,9.26,3,2.75,3,0,1209
48,No,No,0,46.78,108,15.32,110,7.15,2,2.13,1,0,1211
94,No,No,0,29.58,114,20.49,94,9.35,1,2.13,1,0,1212
139,No,No,0,28.05,86,21.22,128,7.66,8,3.4,1,0,1213
126,No,No,0,38.88,99,14.34,100,10.06,4,3.19,1,0,1214
122,No,No,0,18.34,109,20.04,119,10.29,3,2.57,2,0,1215
139,No,No,0,37.62,89,13.41,89,8.66,6,3.05,1,0,1216
95,No,No,0,23.99,108,17.97,127,4.67,6,1.59,3,0,1217
80,No,Yes,31,28.29,74,20.26,84,6.78,4,2.89,4,0,1218
131,No,Yes,28,42.43,138,19.31,92,10.8,3,2.05,3,0,1219
36,No,No,0,30.36,103,18.11,119,8.91,5,2.94,1,0,1220
180,No,No,0,23.63,64,19.12,118,7.69,5,4.24,2,0,1221
25,No,No,0,22.83,109,17.2,100,8.82,5,3.4,2,0,1222
113,No,No,0,36.7,85,20.41,123,7.05,5,1.32,3,0,1223
88,No,Yes,31,30.87,120,18.12,104,9.35,4,3.08,1,0,1224
120,No,No,0,30.33,113,14.31,93,5.42,9,2.51,1,0,1225
74,No,No,0,18.09,104,11.92,81,4.09,3,3.08,1,0,1226
109,No,No,0,29.02,82,20.42,112,5.36,4,3.08,2,0,1227
162,No,Yes,33,31.37,78,15.57,106,5.73,6,3.32,0,0,1228
124,No,Yes,37,27.4,79,17.36,87,10.42,4,2.4,1,0,1229
177,No,No,0,14.43,109,21.89,66,9.47,5,2.03,2,0,1230
91,No,No,0,37.04,116,19.56,110,10.44,2,2.86,1,0,1231
105,No,No,0,46.05,110,19.23,60,8.05,5,2.38,0,1,1232
24,No,No,0,41.31,77,15.63,109,8.29,6,4.13,0,1,1233
86,No,No,0,21.47,112,14.35,95,6.96,7,2.65,2,0,1235
163,No,No,0,30.38,79,18.33,84,6.87,2,2.86,4,0,1236
91,No,No,0,27.03,142,21.68,73,3.71,4,2.73,0,0,1237
56,No,No,0,25.65,87,13.75,115,7.55,5,3.16,3,0,1238
64,No,No,0,28.56,94,16.35,98,7.49,3,2.73,2,0,1240
108,No,Yes,34,27.56,117,14.6,76,11.69,3,2.59,4,1,1241
159,No,No,0,33.8,91,16.62,120,9.6,7,4.46,5,0,1242
116,No,Yes,35,31.08,119,18.08,103,8.72,2,2.97,1,0,1244
45,No,Yes,38,33.46,108,21.61,85,11.78,2,2.08,1,0,1245
122,No,No,0,23.82,128,19.67,127,8.46,5,3.02,2,0,1246
138,No,No,0,33.03,97,16.14,102,10.45,3,2.43,5,0,1247
132,No,No,0,19.99,108,18.19,94,10.78,5,2.38,1,0,1248
58,No,No,0,41.33,108,19.67,120,8.14,4,2.11,2,0,1250
81,No,No,0,24.72,91,10.99,109,8.39,4,1.4,1,0,1251
87,No,No,0,28.75,102,14.44,106,11.02,10,2.67,3,0,1252
116,No,No,0,38.98,111,15.68,91,7.57,3,2.38,2,0,1253
62,No,Yes,33,31.69,136,17.09,103,12.9,3,3,2,1,1255
90,No,No,0,12.94,73,24.68,89,10.66,3,2.92,0,0,1256
98,No,No,0,27.68,109,15.73,104,9.88,3,1.62,2,0,1257
55,No,Yes,20,32.18,113,10.08,102,11.26,4,3.38,2,0,1260
30,No,No,0,24.65,112,20.46,134,8.87,4,1.92,3,0,1262
157,No,No,0,37.52,127,10.14,113,7.43,7,3.11,4,0,1263
40,No,Yes,31,38.2,81,11.43,104,5.41,5,2.03,1,1,1264
72,No,No,0,24.99,103,13.8,80,7.33,4,2.84,1,0,1265
95,No,Yes,39,44.34,111,18.14,97,8.8,5,2.73,1,0,1266
86,No,No,0,28.25,81,21.7,97,10.26,7,1.46,1,0,1268
131,No,No,0,36.01,102,22.14,96,6.49,7,2.92,0,0,1269
74,No,No,0,27.66,105,24.82,80,8.25,6,2.35,0,0,1271
81,No,No,0,28.25,112,18.5,68,9.91,2,3.56,4,0,1273
111,No,No,0,29.99,124,17.09,138,6.77,2,3.02,0,0,1275
68,No,Yes,24,29.92,116,23.62,71,7.86,7,3.97,1,0,1278
163,No,No,0,42.11,108,22.91,82,7.53,7,2.59,0,1,1279
87,No,No,0,19.62,68,22.32,69,11.06,5,3.54,2,0,1280
58,No,No,0,19.07,108,17.82,78,11.74,1,3.75,0,1,1281
109,No,No,0,27.64,109,13.09,118,9.44,4,3.11,0,0,1282
111,No,No,0,39,99,18.2,95,13.03,6,2.81,4,0,1283
144,No,No,0,23.73,93,10.56,75,4.3,4,4.05,2,0,1284
135,No,No,0,44.85,116,21.36,112,9,2,2.27,5,1,1285
107,No,Yes,14,19.43,91,16.98,74,8.76,8,2.03,1,0,1287
149,No,No,0,33.37,96,11.63,87,6.96,3,2.08,2,0,1288
56,No,No,0,43.04,116,15.98,133,6.39,4,1.19,1,0,1289
129,No,No,0,16.66,62,20.46,123,11.47,4,2.84,0,0,1290
92,No,No,0,42.4,95,17.98,116,7.61,3,2.46,0,0,1291
67,No,Yes,30,22.03,104,19.81,93,13.37,5,3.92,1,0,1292
120,No,No,0,37.62,98,22.75,80,5.02,7,2.51,0,0,1293
166,No,No,0,37.52,118,15.11,102,9.27,9,3.35,1,0,1294
66,No,No,0,14.89,111,22.27,125,8.31,5,2.48,1,0,1295
76,No,No,0,34.61,127,13.74,97,7.92,3,2.27,0,0,1296
98,No,Yes,31,30.87,100,18.76,121,10.63,4,3.48,2,0,1298
49,No,No,0,45.27,117,17.66,98,9.23,2,3.78,2,1,1300
46,No,No,0,33.86,83,14.88,84,9.48,2,2.75,3,0,1301
137,No,No,0,19.55,83,11.71,61,10.08,4,1.97,3,0,1302
171,No,No,0,45.99,112,19.55,111,6.12,5,2.59,1,1,1303
88,No,No,0,10.52,114,22.32,110,9.56,2,2.38,3,0,1305
89,No,No,0,23.99,126,21.17,73,6.12,2,2.92,2,0,1306
82,No,No,0,32.16,117,15.67,83,11.51,5,2.86,3,1,1307
139,No,No,0,33.32,146,15.81,92,6.89,1,2.65,3,0,1308
87,No,No,0,29.17,107,17.43,114,7.68,4,3.73,0,0,1309
45,No,No,0,13.36,110,15.92,111,8.29,5,2,1,1,1311
90,No,No,0,34.15,91,13.97,98,11.21,7,2.4,1,0,1312
103,No,No,0,24.02,87,21.56,96,9.71,2,1.73,1,0,1313
110,No,No,0,31.47,88,14.03,104,5.02,4,1.7,3,0,1315
121,No,No,0,35.34,96,17.89,114,4.93,2,2.08,2,0,1319
101,No,No,0,42.26,93,14.87,86,9.32,3,1.65,3,0,1320
103,No,Yes,31,31.52,126,16.8,110,6.62,4,3.92,2,0,1321
51,No,No,0,33.63,64,18.79,134,7.59,5,2.4,1,0,1322
111,No,No,0,33.51,128,19.36,101,9.63,11,2.51,0,0,1324
118,No,No,0,26.28,105,15.66,102,9.78,5,3.4,2,0,1325
17,No,Yes,31,26.03,59,15.8,102,10.09,1,2.7,6,1,1326
130,No,No,0,35.9,120,19.64,80,9.94,9,1.7,2,0,1327
193,No,No,0,16.46,103,12.12,115,9.45,5,2.94,2,1,1328
114,No,No,0,29.24,101,23.49,100,8.72,9,2.73,1,0,1329
137,No,No,0,23.99,100,12.51,75,11.46,7,2.16,2,0,1330
185,No,Yes,29,25.69,88,20.8,91,6.95,2,3.73,2,0,1331
101,No,No,0,35.63,96,19.45,85,7.76,2,2.05,3,0,1332
95,No,Yes,32,41.99,91,10.68,90,10.19,4,2.84,3,0,1333
124,No,No,0,42.76,98,18.21,71,8.37,6,3,3,0,1337
28,No,No,0,27.15,131,18.42,116,9.3,3,2.51,2,0,1339
190,No,No,0,25.65,129,22.83,73,8.1,1,3.97,1,0,1341
31,No,Yes,28,35.79,86,21.29,125,10.87,2,3.11,1,0,1342
52,No,Yes,24,29.05,80,17.12,124,7.15,5,1.11,2,0,1343
73,No,No,0,43.3,79,7.67,60,6.9,8,2.86,0,0,1344
111,No,No,0,48.35,113,13.35,91,10.93,8,2.27,0,1,1345
111,No,No,0,38.23,127,16.31,97,10.35,3,2.78,0,0,1348
59,No,No,0,25.81,92,17.84,86,12.01,5,3.21,1,0,1349
71,No,Yes,22,24.04,105,13.86,99,9.9,3,1.51,2,0,1350
55,No,No,0,48.57,106,19.63,140,10.38,7,4,0,1,1351
13,No,No,0,9.93,64,22.29,115,7.15,5,3.21,1,0,1352
136,No,Yes,16,15.37,109,17.11,115,10.22,4,3.54,0,0,1353
123,No,No,0,19.45,123,18.41,102,11.28,3,2.97,0,0,1354
105,No,No,0,25.11,78,18.93,102,7.36,3,3.46,2,0,1355
118,No,No,0,23.14,103,17.36,90,10.27,4,3.05,1,0,1357
97,No,No,0,28.85,86,14.1,83,8.64,6,3.46,3,0,1358
51,No,No,0,38.62,106,16.52,126,10.95,2,4.02,0,0,1359
73,No,No,0,37.03,97,18.75,89,12.48,6,2.78,1,1,1360
35,No,No,0,21.11,115,10.53,100,6.11,8,3.54,2,0,1361
64,No,No,0,35.05,76,19.75,96,11.32,2,3.67,1,0,1362
117,No,Yes,31,17.83,125,20.2,104,11.85,6,2.08,3,0,1364
115,No,No,0,41.65,75,21.31,124,12.16,8,3.7,1,1,1365
162,No,No,0,31.37,95,19.04,82,8.12,3,3.13,1,0,1366
89,No,No,0,15.22,104,15.24,116,10.13,1,3.32,3,0,1367
129,No,No,0,31.62,96,22.3,63,4.45,6,3.11,4,0,1369
86,No,No,0,38.06,109,13.23,143,6.76,9,1.97,1,0,1370
96,No,No,0,30.52,139,13.8,133,11.9,2,1.78,1,0,1371
190,No,No,0,28.8,113,21.55,93,8.87,5,2.4,1,0,1372
80,No,No,0,20.08,77,12.27,86,10.13,6,2.21,1,0,1373
108,No,No,0,19.04,110,16.46,93,9.4,4,1.11,4,1,1374
97,No,Yes,32,28.63,97,19.2,95,8.63,7,2.3,0,0,1375
65,No,No,0,41.77,113,20.56,117,12.84,5,1.13,4,1,1377
36,No,No,0,34.41,115,19.61,127,9.09,2,2.75,3,0,1380
54,No,No,0,19.86,123,10.46,101,9.79,2,3.24,1,0,1381
45,No,No,0,26.47,103,22.13,98,8.65,1,2.97,1,0,1382
125,No,Yes,39,40.14,110,24.58,107,7.89,4,2.46,2,0,1383
72,No,Yes,21,23.48,83,22.11,118,6.09,2,2.21,2,0,1384
141,No,No,0,8.82,83,13.77,115,10.06,3,2.73,3,0,1385
113,No,No,0,13.82,124,18.75,113,10.61,3,2.4,0,0,1386
20,No,Yes,35,29.16,127,13.01,125,7.45,3,1.92,0,0,1387
94,No,No,0,33,54,19.31,115,8.57,4,4.13,1,0,1390
40,No,No,0,19.67,113,10.86,91,4.84,6,2.51,1,0,1391
86,No,Yes,29,26.72,136,16.69,109,10.2,5,2.27,3,0,1392
170,No,No,0,41.89,124,19.39,95,7.49,8,2.46,0,0,1394
105,No,No,0,38.66,89,22.82,82,6.45,4,3.51,1,0,1395
103,No,No,0,32.27,83,9.82,103,8.61,4,3.29,0,0,1396
98,No,Yes,19,18.79,97,19.36,84,10.96,4,2.97,1,0,1399
104,No,No,0,28.49,112,18.63,94,9.72,2,3.16,4,0,1400
112,No,No,0,28.53,81,21.07,108,6.98,4,3.21,0,0,1402
70,No,No,0,36.28,77,17.4,101,11.55,4,1.54,1,0,1403
126,No,No,0,29.82,71,8.36,93,9.09,1,2.86,0,0,1404
87,No,Yes,39,14.04,63,19.07,88,7.36,1,2.57,3,0,1405
125,No,No,0,24.34,94,7.49,135,10.49,7,2.38,4,1,1406
86,No,No,0,21.34,93,22.93,110,10.61,8,2.4,1,0,1407
73,No,Yes,31,13.99,91,21.77,98,10.33,2,3.19,6,1,1408
133,No,No,0,27.56,94,18.03,78,11.72,5,3.29,1,0,1411
103,No,No,0,28.32,91,16.35,115,7.56,6,2.08,1,0,1412
131,No,Yes,24,23.1,78,19.82,121,9.48,4,2.54,1,0,1413
95,No,Yes,20,28.17,94,18.33,91,10.95,6,2.65,0,0,1414
182,No,No,0,29.94,106,14.87,134,10.56,4,2.62,1,0,1415
99,No,No,0,24.19,95,17.38,114,9.14,1,2.46,0,0,1416
27,No,No,0,30.19,92,25.23,106,8.68,3,2.05,3,0,1417
141,No,No,0,14.14,104,16.2,79,6.77,7,2.89,1,0,1418
65,No,No,0,17.97,100,12.05,105,8.12,12,1.78,2,0,1420
37,No,Yes,20,45,110,18.4,102,9.48,7,2.81,0,0,1422
78,No,No,0,23.92,114,16.59,107,11.38,5,3.16,0,0,1425
86,No,Yes,30,16.98,125,22.4,90,11.46,7,2.65,2,0,1427
176,No,No,0,42.65,100,14.57,85,6.69,6,2.59,2,0,1428
48,No,Yes,34,33.66,121,23.26,71,9.81,4,2.05,1,0,1431
127,No,No,0,40.77,121,10.96,110,11.25,5,3.05,1,0,1432
63,No,No,0,27.97,118,12.57,97,11.37,2,3.02,0,0,1433
79,No,No,0,37.55,97,16.34,74,7.25,2,3.29,1,0,1434
83,No,Yes,26,38.49,97,19.95,82,6.01,7,2.92,1,0,1437
60,No,No,0,34.54,131,20.04,112,10.12,6,4.08,2,0,1439
122,No,No,0,23.24,137,20.66,110,8.5,4,2.32,0,0,1440
136,No,No,0,25.94,85,17.76,99,5.36,10,1.35,1,0,1441
102,No,No,0,33.27,87,17.77,73,9.05,3,2.24,1,1,1443
79,No,No,0,37.79,82,12.43,82,12.4,4,2.4,3,0,1445
160,No,No,0,29.63,107,14.56,131,9.94,2,2.24,0,0,1448
110,No,No,0,41.23,140,13.8,86,8.28,3,2.11,4,0,1449
93,No,No,0,19.43,103,18.79,88,5.68,9,2.94,0,0,1451
101,No,Yes,33,37.35,94,15.88,113,8.3,2,2.57,2,0,1452
77,No,No,0,24.63,115,12.86,73,11.36,3,3.32,2,0,1453
105,No,Yes,40,40.21,110,9.95,115,9.95,3,2.19,2,0,1454
106,No,Yes,33,13.87,85,20.03,113,6.79,4,2.67,1,0,1457
118,No,No,0,22.68,92,10.29,129,11.46,4,1.59,1,0,1458
125,No,No,0,23.31,83,17.83,114,10.73,4,2.32,1,0,1459
95,No,No,0,33.49,68,16.18,104,9.54,8,4.35,0,0,1460
37,No,No,0,33.92,110,17.64,123,3.78,4,2.19,2,0,1463
87,No,No,0,26.66,68,18.34,77,10.05,6,2.05,1,0,1464
69,No,No,0,31.18,100,20.2,94,10.26,5,2.43,3,0,1465
83,No,No,0,22.51,101,10.34,84,8.9,2,2.32,1,0,1466
195,No,No,0,10.74,88,18.72,99,8.28,3,1.38,0,0,1467
75,No,Yes,27,19.98,127,17.58,114,8.75,7,1.13,3,0,1469
123,No,Yes,27,37.18,78,13.89,116,7.82,1,4.05,0,0,1470
41,No,Yes,41,35.24,120,11.67,74,5.21,3,1.59,1,0,1471
75,No,No,0,25.6,83,25.63,104,7.14,5,2.19,0,0,1472
140,No,No,0,19.18,65,13.32,85,11.23,6,4.4,0,0,1475
70,No,No,0,17.8,104,6.99,110,7.62,7,4.27,3,0,1476
121,No,Yes,35,32.95,97,16.8,95,9.85,4,1.59,0,0,1477
112,No,No,0,28.66,117,25.33,110,8.76,5,2.65,1,0,1478
118,No,No,0,43.04,78,17.09,108,8.79,7,2.62,2,0,1479
66,No,Yes,16,29.7,105,19.73,98,13.74,2,2.4,1,0,1480
78,No,No,0,14.79,64,16.46,120,9.26,5,2.97,0,0,1481
129,No,Yes,34,34.77,113,11.29,117,8.55,9,4,2,0,1482
138,No,No,0,22.76,110,14.14,139,8.71,3,4.16,1,0,1486
103,No,No,0,27.23,70,11.81,97,14.06,2,2.62,0,0,1487
189,No,No,0,38.66,81,14.96,120,9.27,4,1.7,2,0,1489
161,No,No,0,12.38,120,22.7,91,10.01,2,3.19,2,0,1490
89,No,No,0,33.51,115,14.1,106,10.23,3,3.46,1,0,1492
64,No,No,0,37.33,100,25.78,65,6.95,5,2.62,1,0,1493
126,No,Yes,30,26.08,97,12.87,97,6.92,4,3.46,4,1,1494
129,No,No,0,36.72,114,15.89,109,9.48,10,1.32,2,0,1495
128,No,Yes,32,37.89,80,22.27,101,8.61,4,2.92,0,0,1496
81,No,Yes,36,19.7,95,20.11,90,11.48,6,3.16,3,0,1497
114,No,No,0,32.27,80,12.55,121,7.77,5,2.86,1,0,1498
50,No,No,0,26.3,108,25.33,95,9.46,3,3,0,0,1499
86,No,No,0,23.19,110,17.21,86,10.38,1,3.11,3,0,1500
96,No,No,0,28.99,88,23.59,117,7.31,6,3.29,1,0,1501
72,No,No,0,46.31,125,9.17,81,8.35,2,3.43,0,0,1502
65,No,No,0,26.16,122,18.71,147,12.62,3,2.3,2,0,1505
163,No,No,0,37.91,98,19.3,125,8.47,5,2.38,1,0,1506
136,No,No,0,42.91,81,14.27,110,11.17,3,2.89,2,0,1507
116,No,No,0,33.64,113,14.29,145,10.79,6,3.24,1,0,1508
